time,flux,sigma
6.393989983305509384e+01,7.124581346128615322e-02,8.460262823487237072e-02
6.410684474123539189e+01,-3.534498706807029378e-02,9.656416422660443755e-02
6.427378964941568995e+01,-2.404267319148438720e-01,9.704419153076576654e-02
6.444073455759598801e+01,-2.988484633882753649e-01,9.030260279326017547e-02
6.460767946577630028e+01,-3.995736625367873884e-01,9.051851567920861374e-02
6.477462437395659833e+01,-4.397129923254064487e-01,1.087733605255760683e-01
6.494156928213689639e+01,-7.808304359606904610e-01,9.660031848378562713e-02
6.510851419031719445e+01,-7.934614875879442142e-01,9.958193602702863911e-02
6.527545909849749250e+01,-7.226303191008196514e-01,9.472220349333240752e-02
6.544240400667779056e+01,-8.679921905696739159e-01,9.939949945015372212e-02
6.560934891485810283e+01,-7.380130591289573161e-01,9.815752356521185995e-02
6.577629382303840089e+01,-7.939933047470767447e-01,8.435519878760286416e-02
6.594323873121869894e+01,-7.802422931320798227e-01,9.004041598653779455e-02
6.611018363939899700e+01,-8.009680815059677661e-01,9.381301980376800798e-02
6.627712854757929506e+01,-8.686761552956067112e-01,8.383464984819154198e-02
6.644407345575959312e+01,-8.535378623586385993e-01,9.089219970813494642e-02
6.661101836393990538e+01,-6.814023286693214887e-01,8.684424902878766506e-02
6.677796327212020344e+01,-7.487930271334924948e-01,1.054250780681120631e-01
6.694490818030050150e+01,-5.113057418107151975e-01,9.024422240063896539e-02
6.711185308848079956e+01,-4.786916607351129893e-01,8.680367961998794457e-02
6.727879799666109761e+01,-5.498214451074249220e-01,9.224544208556846592e-02
6.744574290484139567e+01,-3.673754904620956108e-01,1.004919214286674051e-01
6.761268781302170794e+01,-4.407486288082989589e-01,8.196865996884274141e-02
6.777963272120200600e+01,-2.240511696616097337e-01,8.542187640808969473e-02
6.794657762938230405e+01,-3.252391566119344768e-02,1.008292081677118618e-01
6.811352253756260211e+01,-4.588207856930778816e-02,1.025676981441227958e-01
6.828046744574290017e+01,1.543108598823111632e-01,9.853262838830204040e-02
6.844741235392319822e+01,3.307284664981318123e-01,1.063759568160978636e-01
6.861435726210351049e+01,2.914606210538460696e-01,8.506400570232780511e-02
6.878130217028380855e+01,5.083950590681798332e-01,1.011064319660428534e-01
6.894824707846410661e+01,4.828325815911410634e-01,1.075178047724002495e-01
6.911519198664440466e+01,6.385470577155489824e-01,8.452218977309174097e-02
6.928213689482470272e+01,5.038378168699886306e-01,8.731291932188543770e-02
6.944908180300501499e+01,6.551247698724947943e-01,9.640053716272412032e-02
6.961602671118531305e+01,7.474624967549337029e-01,9.032358010927993286e-02
6.978297161936561110e+01,9.245179877958255021e-01,1.007191724234718228e-01
6.994991652754590916e+01,7.898378614398053887e-01,8.172702855275322531e-02
7.011686143572620722e+01,9.152937397353926308e-01,8.482292426970379495e-02
7.028380634390650528e+01,7.714091947473331601e-01,1.014871491943886428e-01
7.045075125208681754e+01,8.513684611946397141e-01,1.091185609530183204e-01
7.061769616026711560e+01,7.793476532730567730e-01,1.078865112953702188e-01
7.078464106844741366e+01,9.596152418529049211e-01,1.070320098026844163e-01
7.095158597662771172e+01,6.284550301604268085e-01,8.383229941710780564e-02
7.111853088480800977e+01,5.624018875338089307e-01,8.437786754214809948e-02
7.128547579298830783e+01,6.141936090292083872e-01,8.216794270444617576e-02
7.145242070116862010e+01,3.758408243293125950e-01,9.627620699434372153e-02
7.161936560934891816e+01,3.775378850296884914e-01,1.064745851870711468e-01
7.178631051752921621e+01,2.095948859583868784e-01,9.595375700200665936e-02
7.195325542570951427e+01,8.284221209510896078e-02,1.034514585618782068e-01
7.212020033388981233e+01,-1.193785955272050336e-02,8.565361360733785012e-02
7.228714524207011038e+01,-5.342300932792609647e-02,1.058933378049900509e-01
7.245409015025042265e+01,-3.721623202146892573e-01,8.562274312176054725e-02
7.262103505843072071e+01,-3.769951818298529211e-01,8.164292378199569655e-02
7.278797996661101877e+01,-5.130975163807544037e-01,9.264473031284294058e-02
7.295492487479131682e+01,-6.367021765854220527e-01,9.665313290025315252e-02
7.312186978297161488e+01,-6.795716492352100735e-01,1.091222602856418422e-01
7.328881469115191294e+01,-5.872920412207154328e-01,8.275261500323574659e-02
7.345575959933222521e+01,-8.070798670302867794e-01,8.821754279688664990e-02
7.362270450751252326e+01,-9.320992135723789040e-01,8.315321207246148538e-02
7.378964941569282132e+01,-9.380567519762873507e-01,9.171318910212850062e-02
7.395659432387311938e+01,-1.014767362311726595e+00,8.867033249563309460e-02
7.412353923205341744e+01,-1.112786023051961504e+00,9.539901048403720552e-02
7.429048414023371549e+01,-8.862429702363899819e-01,9.044770045252241431e-02
7.445742904841402776e+01,-9.487440289575903574e-01,1.078468405475030284e-01
7.462437395659432582e+01,-6.539168617509768522e-01,1.036984338914912068e-01
7.479131886477462388e+01,-6.446508499929086700e-01,1.058303410584192639e-01
7.495826377295492193e+01,-6.126947673072226097e-01,8.388502837828687442e-02
7.512520868113521999e+01,-5.084101607415498769e-01,9.725210500966141591e-02
7.529215358931553226e+01,-4.707336336912209540e-01,8.644347607654576104e-02
7.545909849749583032e+01,-3.044243486247298902e-01,1.060471571432266696e-01
7.562604340567612837e+01,-2.515227381452915245e-01,8.045058265260272845e-02
7.579298831385642643e+01,2.698325959306074884e-02,8.317232645390155998e-02
7.595993322203672449e+01,-1.084552141474911663e-01,9.128171226641947078e-02
7.612687813021702254e+01,2.935801651202418761e-01,9.206281718279581139e-02
7.629382303839733481e+01,3.001248917830884322e-01,8.831660248936047675e-02
7.646076794657763287e+01,4.021192429996223172e-01,8.288188996279817478e-02
7.662771285475793093e+01,4.831685147893304833e-01,8.356191215337781253e-02
7.679465776293822898e+01,7.012627659632003629e-01,8.953834261542001349e-02
7.696160267111852704e+01,7.355267260542405205e-01,1.085237850223316203e-01
7.712854757929882510e+01,8.436016792279479315e-01,8.622219694457972095e-02
7.729549248747913737e+01,8.157551371153447528e-01,1.024184096317766746e-01
7.746243739565943542e+01,8.472896709863463327e-01,8.774565992022452521e-02
7.762938230383973348e+01,9.083568392259764313e-01,8.111720766832354601e-02
7.779632721202003154e+01,8.602756421339396997e-01,8.048156627501186489e-02
7.796327212020032960e+01,9.427022157465229091e-01,8.458117793543529217e-02
7.813021702838062765e+01,8.904756989064064321e-01,9.386252578993226070e-02
7.829716193656093992e+01,1.055749479243219824e+00,1.026770329261341569e-01
7.846410684474123798e+01,9.284582253315156741e-01,1.018644479583546147e-01
7.863105175292153604e+01,8.087635920292640668e-01,9.057168327449111045e-02
7.879799666110183409e+01,7.657331956092293668e-01,9.437417836288741757e-02
7.896494156928213215e+01,9.074808809632642914e-01,1.044222126012699647e-01
7.913188647746243021e+01,5.950371545991113287e-01,1.051520871913693700e-01
7.929883138564274248e+01,5.462967161455696274e-01,8.959750101253956267e-02
7.946577629382304053e+01,5.117291563107865260e-01,8.012795055221320906e-02
7.963272120200333859e+01,3.001076565241221905e-01,8.140792529678697598e-02
7.979966611018363665e+01,3.403290911701843391e-01,1.021342213281195288e-01
7.996661101836393470e+01,1.161032117730411012e-01,8.817896843217523650e-02
8.013355592654423276e+01,6.718839003862084325e-02,9.444457436559956787e-02
8.030050083472454503e+01,-1.614284577290934497e-01,8.576093798093432918e-02
8.046744574290484309e+01,4.143632822994403053e-03,1.054133874824658285e-01
8.063439065108514114e+01,-3.783992547867765510e-01,9.510132828909659275e-02
8.080133555926543920e+01,-4.886197924035178275e-01,9.581480527166784389e-02
8.096828046744573726e+01,-7.327282968113387751e-01,8.864238764257265091e-02
8.113522537562604953e+01,-6.097532454895907561e-01,9.535997691991768277e-02
8.130217028380634758e+01,-7.802148174900801481e-01,8.005890936147559700e-02
8.146911519198664564e+01,-7.843515298662516733e-01,8.831885121029629804e-02
8.163606010016694370e+01,-8.023075225411996358e-01,9.046288950615308244e-02
8.180300500834724176e+01,-7.151222907303004250e-01,8.851852658867108425e-02
8.196994991652753981e+01,-8.315886207711146172e-01,8.257856682732253595e-02
8.213689482470785208e+01,-7.683079504911520807e-01,9.565343627702174722e-02
8.230383973288815014e+01,-8.466394782864936630e-01,1.036543740012054599e-01
8.247078464106844820e+01,-8.049162777520183498e-01,1.082779530682451558e-01
8.263772954924874625e+01,-8.220735913085721602e-01,9.491869376349990062e-02
8.280467445742904431e+01,-5.660144700887166369e-01,9.781261575066330094e-02
8.297161936560934237e+01,-7.522504633452927747e-01,8.872579813431412388e-02
8.313856427378965464e+01,-7.512426018836102504e-01,8.447478526760567041e-02
8.330550918196995269e+01,-6.235735473168750875e-01,8.395615072185323713e-02
8.347245409015025075e+01,-3.755154047687909724e-01,1.019708232760867250e-01
8.363939899833054881e+01,-6.126888581391558564e-01,1.020340830604980348e-01
8.380634390651084686e+01,-1.619191459360300733e-01,8.538050049909905181e-02
8.397328881469114492e+01,-2.115994857550207442e-01,9.240681139327375226e-02
8.414023372287145719e+01,-1.338862474256149737e-01,9.782432983674618776e-02
8.430717863105175525e+01,1.021327961461006295e-02,8.375845838558446110e-02
8.447412353923205330e+01,3.378509065059665528e-01,1.035610684960659722e-01
8.464106844741235136e+01,4.050819173887116875e-01,9.859976609960717508e-02
8.480801335559264942e+01,6.036923845189320348e-01,9.845665074525364324e-02
8.497495826377294748e+01,6.723580271941292930e-01,1.010362427575589722e-01
8.514190317195325974e+01,5.221686462180403776e-01,1.096154924619912319e-01
8.530884808013355780e+01,8.310241199953807278e-01,9.687183367871535222e-02
8.547579298831385586e+01,9.778183029029960949e-01,1.059324878509504408e-01
8.564273789649415392e+01,8.446237921712084207e-01,9.256126025171497462e-02
8.580968280467445197e+01,8.256471631485065021e-01,9.963408053682303034e-02
8.597662771285476424e+01,9.417723275896766610e-01,1.077578356357629941e-01
8.614357262103506230e+01,1.039601520360540210e+00,9.992452446932226229e-02
8.631051752921536036e+01,9.409116089978152297e-01,8.909242027829199218e-02
8.647746243739565841e+01,9.095335419642864849e-01,9.859837081584889307e-02
8.664440734557595647e+01,5.534400214761564518e-01,9.053954961074578422e-02
8.681135225375625453e+01,6.476311331029825924e-01,8.967100025403258734e-02
8.697829716193656679e+01,4.571768607924483474e-01,9.830615176239110298e-02
8.714524207011686485e+01,4.648937626728306127e-01,8.480969695965161204e-02
8.731218697829716291e+01,3.086124243688131985e-01,9.460216807273259809e-02
8.747913188647746097e+01,9.969067156839372945e-03,1.083690285495917394e-01
8.764607679465775902e+01,1.799960949833891710e-01,9.151742725935614609e-02
8.781302170283805708e+01,-1.425893525677287554e-01,8.566887779737433761e-02
8.797996661101836935e+01,1.152230617472899815e-01,9.406516848926543828e-02
8.814691151919866741e+01,1.310375565346301174e-01,1.052272349436059740e-01
8.831385642737896546e+01,-2.720271708758076890e-01,1.052800316778509798e-01
8.848080133555926352e+01,-3.160247908978484621e-01,1.048340971837766616e-01
8.864774624373956158e+01,-3.699375602693993348e-01,8.034426537817440650e-02
8.881469115191985964e+01,-4.748091131170942281e-01,8.801120929784886360e-02
8.898163606010017190e+01,-5.013699842995776867e-01,1.099962736272278724e-01
8.914858096828046996e+01,-8.010453262978353139e-01,8.359049831577460010e-02
8.931552587646076802e+01,-8.463657063706208072e-01,9.470268488262900686e-02
8.948247078464106607e+01,-7.124091041480198339e-01,1.037007845180805687e-01
8.964941569282136413e+01,-7.897031190786177879e-01,8.366641730281568212e-02
8.981636060100166219e+01,-8.988655865134633771e-01,9.987227542073744135e-02
8.998330550918197446e+01,-9.272610593192662787e-01,9.464241336563972151e-02
9.015025041736227251e+01,-8.001451513393276205e-01,8.582869946258560312e-02
9.031719532554257057e+01,-8.980669380013076575e-01,1.063589007974816147e-01
9.048414023372286863e+01,-7.019803526379220227e-01,8.544462192673191181e-02
9.065108514190316669e+01,-6.156330694513513224e-01,9.917158577884326032e-02
9.081803005008347895e+01,-5.461933387045052601e-01,1.022248063459378770e-01
9.098497495826377701e+01,-5.013644754990013164e-01,9.688018659779684683e-02
9.115191986644407507e+01,-4.162635643777645167e-01,9.886524705791573109e-02
9.131886477462437313e+01,-2.427734138985839507e-01,8.356896189866012958e-02
9.148580968280467118e+01,-2.583062146429819794e-01,8.924110961163593536e-02
9.165275459098496924e+01,-2.073600620968432950e-01,9.760886621689038312e-02
9.181969949916528151e+01,6.862419006221451290e-02,9.186391148922534722e-02
9.198664440734557957e+01,1.182976437401370845e-01,9.991838244298402449e-02
9.215358931552587762e+01,2.621351919409031783e-01,1.055586393441289572e-01
9.232053422370617568e+01,3.242394068994750023e-01,8.570666267936551119e-02
9.248747913188647374e+01,1.568335307134393342e-01,1.070981810261100453e-01
9.265442404006677179e+01,7.642486336207541253e-01,9.149527551293279437e-02
9.282136894824708406e+01,8.704929647149606264e-01,1.082937299218476312e-01
9.298831385642738212e+01,5.442357740973865488e-01,9.852146939074896137e-02
9.315525876460768018e+01,7.872360277966065079e-01,1.037028656343770006e-01
9.332220367278797823e+01,7.543459514220692830e-01,9.544326285119678066e-02
9.348914858096827629e+01,7.754775576897521283e-01,9.593434083179926131e-02
9.365609348914857435e+01,7.534190266057693153e-01,8.982781696297915952e-02
9.382303839732888662e+01,8.858116784325522630e-01,8.388094121682065918e-02
9.398998330550918467e+01,7.013892928819923656e-01,9.151465735581271188e-02
9.415692821368948273e+01,7.754325361984883980e-01,8.644929442375033635e-02
9.432387312186978079e+01,7.583365911246459090e-01,8.098595767645749843e-02
9.449081803005007885e+01,4.859515281588271396e-01,8.824660489475778802e-02
9.465776293823037690e+01,8.061488085879386922e-01,8.541728158000570781e-02
9.482470784641068917e+01,6.746948546982024508e-01,1.062659094511436836e-01
9.499165275459098723e+01,5.224350738996285104e-01,8.243709687294215049e-02
9.515859766277128529e+01,4.481610884170283970e-01,8.551686797245650062e-02
9.532554257095158334e+01,4.364682249191865759e-01,1.011209208660900360e-01
9.549248747913188140e+01,2.358041400652807484e-01,1.075767767306081979e-01
9.565943238731217946e+01,2.378287398303739753e-01,8.754375356695802413e-02
9.582637729549249173e+01,-8.485504977713448360e-02,8.063903394384144829e-02
9.599332220367278978e+01,3.799539048610109382e-02,1.088151341826529978e-01
9.616026711185308784e+01,8.401417533340496679e-02,1.004666192142185110e-01
9.632721202003338590e+01,-9.259711456956530584e-02,8.931988088191568365e-02
9.649415692821368395e+01,-2.743748717245799162e-01,9.417120326645719852e-02
9.666110183639399622e+01,-4.904974163364355100e-01,9.797767621636289948e-02
9.682804674457429428e+01,-4.840956610013952277e-01,9.121605716196026781e-02
9.699499165275459234e+01,-6.708341310251120237e-01,1.062346338986353139e-01
9.716193656093489039e+01,-5.695178533689814193e-01,1.017851776492288279e-01
9.732888146911518845e+01,-7.310351337576002084e-01,1.086302211387263350e-01
9.749582637729548651e+01,-5.949786990845500334e-01,9.053196568544635836e-02
9.766277128547579878e+01,-5.174629697196746481e-01,1.081152226616534373e-01
9.782971619365609683e+01,-6.416235368101376180e-01,9.437301722677232663e-02
9.799666110183639489e+01,-8.497915053433370280e-01,9.926967915945414389e-02
9.816360601001669295e+01,-8.992484585507978245e-01,1.020994161426466151e-01
9.833055091819699101e+01,-8.655140367507718757e-01,1.042801390701704051e-01
9.849749582637728906e+01,-8.188156994248380061e-01,9.188778101848081581e-02
9.866444073455760133e+01,-8.005089413785402286e-01,9.343837935544313522e-02
9.883138564273789939e+01,-3.899356601085096630e-01,1.045183107833825287e-01
9.899833055091819745e+01,-4.243614652849204694e-01,1.015267160927286472e-01
9.916527545909849550e+01,-5.359024939804112320e-01,1.082254762812393245e-01
9.933222036727879356e+01,-3.484336213217827383e-01,1.093879361425352387e-01
9.949916527545909162e+01,-1.574654919869383496e-01,8.536740009097540383e-02
9.966611018363940389e+01,-4.621111624766351955e-01,8.683758235438265860e-02
9.983305509181970194e+01,-1.964519204992491719e-01,1.014795934183713999e-01
1.000000000000000000e+02,6.822416943706591241e-02,1.024214820396273096e-01
