time,flux,sigma
6.393989983305509384e+01,-1.489651053878189024e-01,1.000000000000000056e-01
6.410684474123539189e+01,2.376577006121632918e-02,1.000000000000000056e-01
6.427378964941568995e+01,2.297600372131028967e-01,1.000000000000000056e-01
6.444073455759598801e+01,2.034399185515300412e-01,1.000000000000000056e-01
6.460767946577630028e+01,5.963153813105284140e-01,1.000000000000000056e-01
6.477462437395659833e+01,2.325611386546092840e-01,1.000000000000000056e-01
6.494156928213689639e+01,3.688960007396300811e-01,1.000000000000000056e-01
6.510851419031719445e+01,4.851370370902330920e-01,1.000000000000000056e-01
6.527545909849749250e+01,1.211684213314329517e+00,1.000000000000000056e-01
6.544240400667779056e+01,9.308145877411098112e-01,1.000000000000000056e-01
6.560934891485810283e+01,1.255096709515567177e+00,1.000000000000000056e-01
6.577629382303840089e+01,9.211581130369741466e-01,1.000000000000000056e-01
6.594323873121869894e+01,1.315245704415074712e+00,1.000000000000000056e-01
6.611018363939899700e+01,3.277541069410418173e-02,1.000000000000000056e-01
6.627712854757929506e+01,1.118218127532908612e+00,1.000000000000000056e-01
6.644407345575959312e+01,1.141137005165673513e+00,1.000000000000000056e-01
6.661101836393990538e+01,1.583234619296487455e+00,1.000000000000000056e-01
6.677796327212020344e+01,4.068417869163908906e-01,1.000000000000000056e-01
6.694490818030050150e+01,2.884124206754805075e-01,1.000000000000000056e-01
6.711185308848079956e+01,9.877311732474050032e-01,1.000000000000000056e-01
6.727879799666109761e+01,1.007504162225696831e+00,1.000000000000000056e-01
6.744574290484139567e+01,5.388722050458301382e-02,1.000000000000000056e-01
6.761268781302170794e+01,3.491730995239877844e-02,1.000000000000000056e-01
6.777963272120200600e+01,-6.314677345150688792e-01,1.000000000000000056e-01
6.794657762938230405e+01,-3.353330179676747291e-03,1.000000000000000056e-01
6.811352253756260211e+01,7.532026268736209673e-02,1.000000000000000056e-01
6.828046744574290017e+01,2.951141671935488819e-01,1.000000000000000056e-01
6.844741235392319822e+01,-2.985677059592873883e-01,1.000000000000000056e-01
6.861435726210351049e+01,-1.061953983990709671e-01,1.000000000000000056e-01
6.878130217028380855e+01,-2.918257992484168395e-01,1.000000000000000056e-01
6.894824707846410661e+01,-3.468098725256756332e-01,1.000000000000000056e-01
6.911519198664440466e+01,-1.397056911366628018e+00,1.000000000000000056e-01
6.928213689482470272e+01,-1.416059408745245607e+00,1.000000000000000056e-01
6.944908180300501499e+01,-1.050005843867385380e+00,1.000000000000000056e-01
6.961602671118531305e+01,-9.195217759602015706e-01,1.000000000000000056e-01
6.978297161936561110e+01,-1.264467248727781268e+00,1.000000000000000056e-01
6.994991652754590916e+01,-1.759730585649467383e+00,1.000000000000000056e-01
7.011686143572620722e+01,-1.079964899015859459e+00,1.000000000000000056e-01
7.028380634390650528e+01,-6.000971207820435804e-01,1.000000000000000056e-01
7.045075125208681754e+01,-1.087539418356892051e+00,1.000000000000000056e-01
7.061769616026711560e+01,-1.197268902357395026e+00,1.000000000000000056e-01
7.078464106844741366e+01,-7.709746131671124658e-02,1.000000000000000056e-01
7.095158597662771172e+01,-2.997427803109171673e-01,1.000000000000000056e-01
7.111853088480800977e+01,-9.660440802036422969e-01,1.000000000000000056e-01
7.128547579298830783e+01,-1.612906422461386768e-01,1.000000000000000056e-01
7.145242070116862010e+01,-3.789002350492597371e-01,1.000000000000000056e-01
7.161936560934891816e+01,-4.709145397023455915e-01,1.000000000000000056e-01
7.178631051752921621e+01,3.361034564727898299e-01,1.000000000000000056e-01
7.195325542570951427e+01,3.428646176592615724e-01,1.000000000000000056e-01
7.212020033388981233e+01,3.800983691614896465e-01,1.000000000000000056e-01
7.228714524207011038e+01,2.084422978500613255e-01,1.000000000000000056e-01
7.245409015025042265e+01,8.410916036068338819e-01,1.000000000000000056e-01
7.262103505843072071e+01,3.942984343058917873e-01,1.000000000000000056e-01
7.278797996661101877e+01,1.336829452386753214e+00,1.000000000000000056e-01
7.295492487479131682e+01,7.833474947896521545e-01,1.000000000000000056e-01
7.312186978297161488e+01,1.026655131924579578e+00,1.000000000000000056e-01
7.328881469115191294e+01,1.556806920908032410e+00,1.000000000000000056e-01
7.345575959933222521e+01,5.442479726887656799e-01,1.000000000000000056e-01
7.362270450751252326e+01,5.127424482776126169e-01,1.000000000000000056e-01
7.378964941569282132e+01,8.017050591754047995e-01,1.000000000000000056e-01
7.395659432387311938e+01,1.515946850128461199e+00,1.000000000000000056e-01
7.412353923205341744e+01,6.212049401032271323e-01,1.000000000000000056e-01
7.429048414023371549e+01,6.226001922564431412e-01,1.000000000000000056e-01
7.445742904841402776e+01,9.590632760900393849e-01,1.000000000000000056e-01
7.462437395659432582e+01,1.479702598062170305e+00,1.000000000000000056e-01
7.479131886477462388e+01,7.807625265366894274e-01,1.000000000000000056e-01
7.495826377295492193e+01,8.982668355127046977e-01,1.000000000000000056e-01
7.512520868113521999e+01,1.624333430176261306e-01,1.000000000000000056e-01
7.529215358931553226e+01,7.310255504422971118e-01,1.000000000000000056e-01
7.545909849749583032e+01,2.449376056137207158e-01,1.000000000000000056e-01
7.562604340567612837e+01,-1.165266430247181711e-01,1.000000000000000056e-01
7.579298831385642643e+01,7.844227597831511245e-01,1.000000000000000056e-01
7.595993322203672449e+01,1.987671261427197411e-01,1.000000000000000056e-01
7.612687813021702254e+01,-2.829690080049674372e-01,1.000000000000000056e-01
7.629382303839733481e+01,2.105761152341820153e-01,1.000000000000000056e-01
7.646076794657763287e+01,-4.595283000956089103e-01,1.000000000000000056e-01
7.662771285475793093e+01,-5.724789141538906279e-01,1.000000000000000056e-01
7.679465776293822898e+01,-6.055983400668709660e-01,1.000000000000000056e-01
7.696160267111852704e+01,-9.945568997163669600e-01,1.000000000000000056e-01
7.712854757929882510e+01,-5.042751069789993545e-01,1.000000000000000056e-01
7.729549248747913737e+01,-7.960867979663869276e-01,1.000000000000000056e-01
7.746243739565943542e+01,-1.111464592139659979e+00,1.000000000000000056e-01
7.762938230383973348e+01,-8.218112060960882648e-01,1.000000000000000056e-01
7.779632721202003154e+01,-6.896762962161191446e-01,1.000000000000000056e-01
7.796327212020032960e+01,-8.003968715287649305e-01,1.000000000000000056e-01
7.813021702838062765e+01,-8.080378077900478573e-01,1.000000000000000056e-01
7.829716193656093992e+01,-1.372625491683619359e+00,1.000000000000000056e-01
7.846410684474123798e+01,-1.263673158738620073e+00,1.000000000000000056e-01
7.863105175292153604e+01,-7.812493189462459409e-01,1.000000000000000056e-01
7.879799666110183409e+01,-5.106335974066136263e-01,1.000000000000000056e-01
7.896494156928213215e+01,3.680258099029209418e-01,1.000000000000000056e-01
7.913188647746243021e+01,-4.407873659746668893e-01,1.000000000000000056e-01
7.929883138564274248e+01,-7.882755758112243161e-01,1.000000000000000056e-01
7.946577629382304053e+01,-7.414197809859145449e-01,1.000000000000000056e-01
7.963272120200333859e+01,-3.567493173019207764e-01,1.000000000000000056e-01
7.979966611018363665e+01,-3.814648810040920379e-01,1.000000000000000056e-01
7.996661101836393470e+01,8.269430491813298256e-02,1.000000000000000056e-01
8.013355592654423276e+01,4.919980629323746912e-01,1.000000000000000056e-01
8.030050083472454503e+01,-3.217017922331488061e-02,1.000000000000000056e-01
8.046744574290484309e+01,6.223947039451864505e-02,1.000000000000000056e-01
8.063439065108514114e+01,7.436482986685127861e-01,1.000000000000000056e-01
8.080133555926543920e+01,1.385364625679725625e+00,1.000000000000000056e-01
8.096828046744573726e+01,9.785194435573314475e-01,1.000000000000000056e-01
8.113522537562604953e+01,1.171675808525732609e+00,1.000000000000000056e-01
8.130217028380634758e+01,1.253258470688813464e+00,1.000000000000000056e-01
8.146911519198664564e+01,1.202199137369635018e+00,1.000000000000000056e-01
8.163606010016694370e+01,4.276375029003793293e-01,1.000000000000000056e-01
8.180300500834724176e+01,1.214734916735066728e+00,1.000000000000000056e-01
8.196994991652753981e+01,1.113731154087189035e+00,1.000000000000000056e-01
8.213689482470785208e+01,1.032672606134148019e+00,1.000000000000000056e-01
8.230383973288815014e+01,1.196073427432930769e+00,1.000000000000000056e-01
8.247078464106844820e+01,4.095271794646209718e-01,1.000000000000000056e-01
8.263772954924874625e+01,6.436872806470533837e-01,1.000000000000000056e-01
8.280467445742904431e+01,9.743169646165816822e-01,1.000000000000000056e-01
8.297161936560934237e+01,2.684573495341712190e-01,1.000000000000000056e-01
8.313856427378965464e+01,4.151099051616811697e-01,1.000000000000000056e-01
8.330550918196995269e+01,6.734926577600423014e-01,1.000000000000000056e-01
8.347245409015025075e+01,-4.083746210735032800e-02,1.000000000000000056e-01
8.363939899833054881e+01,8.205803356048309016e-01,1.000000000000000056e-01
8.380634390651084686e+01,-3.567635084870780515e-01,1.000000000000000056e-01
8.397328881469114492e+01,-3.758422705782237250e-01,1.000000000000000056e-01
8.414023372287145719e+01,5.737629461109491902e-02,1.000000000000000056e-01
8.430717863105175525e+01,-1.699537149497939992e-01,1.000000000000000056e-01
8.447412353923205330e+01,-9.463987385178888045e-01,1.000000000000000056e-01
8.464106844741235136e+01,-4.347936914940217501e-01,1.000000000000000056e-01
8.480801335559264942e+01,-7.566352095087121032e-01,1.000000000000000056e-01
8.497495826377294748e+01,-2.333778541915914329e-01,1.000000000000000056e-01
8.514190317195325974e+01,-4.700697408368511021e-01,1.000000000000000056e-01
8.530884808013355780e+01,-4.891241665435096531e-01,1.000000000000000056e-01
8.547579298831385586e+01,-9.272737378922604190e-01,1.000000000000000056e-01
8.564273789649415392e+01,-1.273678035783177176e+00,1.000000000000000056e-01
8.580968280467445197e+01,-6.787724424176799776e-01,1.000000000000000056e-01
8.597662771285476424e+01,-1.163716863852483074e+00,1.000000000000000056e-01
8.614357262103506230e+01,-1.670198347829360497e+00,1.000000000000000056e-01
8.631051752921536036e+01,-7.227348562864246428e-01,1.000000000000000056e-01
8.647746243739565841e+01,-1.005600175036459376e+00,1.000000000000000056e-01
8.664440734557595647e+01,-2.686573563097492401e-01,1.000000000000000056e-01
8.681135225375625453e+01,-5.370030385038594423e-01,1.000000000000000056e-01
8.697829716193656679e+01,-7.146492732109457346e-01,1.000000000000000056e-01
8.714524207011686485e+01,-9.351119996945519430e-01,1.000000000000000056e-01
8.731218697829716291e+01,4.120881326195119376e-02,1.000000000000000056e-01
8.747913188647746097e+01,1.273299700170978377e-01,1.000000000000000056e-01
8.764607679465775902e+01,-1.334344279043415959e-01,1.000000000000000056e-01
8.781302170283805708e+01,1.442549535470410427e-01,1.000000000000000056e-01
8.797996661101836935e+01,-3.036511376672621498e-01,1.000000000000000056e-01
8.814691151919866741e+01,2.866075606422244237e-01,1.000000000000000056e-01
8.831385642737896546e+01,4.367230221332200069e-01,1.000000000000000056e-01
8.848080133555926352e+01,5.790347102031578874e-01,1.000000000000000056e-01
8.864774624373956158e+01,1.926937260386759609e-01,1.000000000000000056e-01
8.881469115191985964e+01,8.846777391561185810e-01,1.000000000000000056e-01
8.898163606010017190e+01,6.904354821276446064e-01,1.000000000000000056e-01
8.914858096828046996e+01,6.998019419974906841e-01,1.000000000000000056e-01
8.931552587646076802e+01,5.286422472320360111e-01,1.000000000000000056e-01
8.948247078464106607e+01,1.288392036283285469e+00,1.000000000000000056e-01
8.964941569282136413e+01,7.022688910361292169e-01,1.000000000000000056e-01
8.981636060100166219e+01,3.051813321525046474e-01,1.000000000000000056e-01
8.998330550918197446e+01,1.192818742790496156e+00,1.000000000000000056e-01
9.015025041736227251e+01,7.285996314946621144e-01,1.000000000000000056e-01
9.031719532554257057e+01,7.490077660097382850e-01,1.000000000000000056e-01
9.048414023372286863e+01,5.453845238251011640e-01,1.000000000000000056e-01
9.065108514190316669e+01,1.105602659116955655e+00,1.000000000000000056e-01
9.081803005008347895e+01,-7.248987271450295367e-02,1.000000000000000056e-01
9.098497495826377701e+01,2.377105354981959850e-01,1.000000000000000056e-01
9.115191986644407507e+01,3.870895612656733986e-01,1.000000000000000056e-01
9.131886477462437313e+01,6.567574556532397301e-01,1.000000000000000056e-01
9.148580968280467118e+01,6.742689407028682469e-01,1.000000000000000056e-01
9.165275459098496924e+01,-1.500086017627451085e-01,1.000000000000000056e-01
9.181969949916528151e+01,1.148058870563245792e-01,1.000000000000000056e-01
9.198664440734557957e+01,-6.599006775154548921e-01,1.000000000000000056e-01
9.215358931552587762e+01,2.738711644762305553e-01,1.000000000000000056e-01
9.232053422370617568e+01,-4.216338167721757624e-01,1.000000000000000056e-01
9.248747913188647374e+01,-3.940194427705328573e-01,1.000000000000000056e-01
9.265442404006677179e+01,-2.183530673679320300e-01,1.000000000000000056e-01
9.282136894824708406e+01,-6.506718017721178082e-01,1.000000000000000056e-01
9.298831385642738212e+01,-1.934287932866528559e-01,1.000000000000000056e-01
9.315525876460768018e+01,-7.667220995091355018e-01,1.000000000000000056e-01
9.332220367278797823e+01,-8.096219082333335759e-01,1.000000000000000056e-01
9.348914858096827629e+01,-7.801752912491558556e-01,1.000000000000000056e-01
9.365609348914857435e+01,-9.765699343973701652e-01,1.000000000000000056e-01
9.382303839732888662e+01,-7.669429379359945509e-01,1.000000000000000056e-01
9.398998330550918467e+01,-8.128720686231840631e-01,1.000000000000000056e-01
9.415692821368948273e+01,-1.338354902355901599e+00,1.000000000000000056e-01
9.432387312186978079e+01,-1.620353771584116809e-01,1.000000000000000056e-01
9.449081803005007885e+01,-1.021962707669368475e+00,1.000000000000000056e-01
9.465776293823037690e+01,-9.697208459586624807e-01,1.000000000000000056e-01
9.482470784641068917e+01,-1.571522308468149554e+00,1.000000000000000056e-01
9.499165275459098723e+01,-6.673043855357337906e-01,1.000000000000000056e-01
9.515859766277128529e+01,-7.058067130271959977e-01,1.000000000000000056e-01
9.532554257095158334e+01,3.641334414529015517e-02,1.000000000000000056e-01
9.549248747913188140e+01,-4.697188608809965693e-01,1.000000000000000056e-01
9.565943238731217946e+01,4.860728661621721569e-01,1.000000000000000056e-01
9.582637729549249173e+01,-2.902305040881458797e-03,1.000000000000000056e-01
9.599332220367278978e+01,-2.754192316557645126e-02,1.000000000000000056e-01
9.616026711185308784e+01,1.161081488172493459e-01,1.000000000000000056e-01
9.632721202003338590e+01,-8.789347350200008013e-02,1.000000000000000056e-01
9.649415692821368395e+01,7.816602706802625034e-02,1.000000000000000056e-01
9.666110183639399622e+01,7.550258259588805698e-01,1.000000000000000056e-01
9.682804674457429428e+01,7.021149362447915987e-01,1.000000000000000056e-01
9.699499165275459234e+01,4.650166441230656478e-01,1.000000000000000056e-01
9.716193656093489039e+01,6.046920906750206104e-01,1.000000000000000056e-01
9.732888146911518845e+01,9.676424156690450751e-01,1.000000000000000056e-01
9.749582637729548651e+01,1.128694594585520683e+00,1.000000000000000056e-01
9.766277128547579878e+01,9.368240872404953734e-01,1.000000000000000056e-01
9.782971619365609683e+01,1.578665991218150211e+00,1.000000000000000056e-01
9.799666110183639489e+01,9.021752439887288366e-01,1.000000000000000056e-01
9.816360601001669295e+01,1.379863718453811394e+00,1.000000000000000056e-01
9.833055091819699101e+01,4.238214272786949843e-03,1.000000000000000056e-01
9.849749582637728906e+01,6.226376316151329693e-01,1.000000000000000056e-01
9.866444073455760133e+01,1.278675189851931737e+00,1.000000000000000056e-01
9.883138564273789939e+01,8.310872990216713330e-01,1.000000000000000056e-01
9.899833055091819745e+01,1.047571414675376511e+00,1.000000000000000056e-01
9.916527545909849550e+01,9.630462510642426865e-01,1.000000000000000056e-01
9.933222036727879356e+01,9.408768981295375644e-01,1.000000000000000056e-01
9.949916527545909162e+01,4.440629016152171094e-01,1.000000000000000056e-01
9.966611018363940389e+01,1.676084619896775485e-01,1.000000000000000056e-01
9.983305509181970194e+01,1.572137636677276018e-01,1.000000000000000056e-01
1.000000000000000000e+02,2.695249515980148169e-01,1.000000000000000056e-01
